date	close
2017-06-21	52.98
2017-06-22	52.490002
2017-06-23	52.450001
2017-06-26	52.900002
2017-06-27	53.16
2017-06-28	54.330002
2017-06-29	55.779999
2017-06-30	55.41
2017-07-03	55.779999
2017-07-05	55.779999
2017-07-06	55.560001
2017-07-07	55.740002
2017-07-10	55.59
2017-07-11	55.040001
2017-07-12	55.169998
2017-07-13	55.599998
2017-07-14	54.990002
2017-07-17	54.709999
2017-07-18	54.799999
2017-07-19	54.939999
2017-07-20	54.775002
